train_acc,train_loss,val_acc,val_loss
0.7469,0.81525487,0.8439873417721518,0.457712
0.85291,0.42050308,0.8599367088607596,0.39676905
0.86905,0.36373082,0.8641139240506329,0.38075396
0.87637,0.33361396,0.8688607594936709,0.36738682
0.88413,0.3105072,0.8731645569620253,0.34674639
0.88927,0.29278046,0.8804430379746836,0.3454308
0.89555,0.2749168,0.880379746835443,0.34016892
0.89836,0.26260585,0.8785443037974682,0.3379909
0.9011099999999999,0.25037435,0.8787974683544305,0.3596628
0.90649,0.23612306,0.8727848101265822,0.37008518
0.91033,0.22559129,0.8813924050632911,0.34729925
0.91275,0.21607566,0.880379746835443,0.35620874
0.9158699999999999,0.20595624,0.8802531645569621,0.35955802
0.9192599999999999,0.19862612,0.8780379746835444,0.3788167
0.9214399999999999,0.19001117,0.8793670886075949,0.38934997
0.92393,0.18326856,0.8791139240506328,0.39784482
0.92758,0.17515802,0.8789240506329115,0.4087337
0.9282100000000001,0.17143151,0.878101265822785,0.41806296
0.9310499999999999,0.16425079,0.8763924050632911,0.41448927
0.93301,0.16036685,0.876772151898734,0.41839927
0.9358,0.15271185,0.8759493670886076,0.43376744
0.9376499999999999,0.14741036,0.8756329113924051,0.49020645
0.9391099999999999,0.1451169,0.8745569620253165,0.44885668
0.9406299999999999,0.14073221,0.8759493670886078,0.46637478
0.94272,0.13645709,0.8767721518987341,0.46884942
0.94499,0.13173327,0.8724050632911394,0.49405554
0.9448399999999999,0.13050053,0.8686708860759493,0.5603219
0.9461399999999999,0.12741639,0.8744303797468356,0.51396847
0.94939,0.1217453,0.8757594936708861,0.54048735
0.94995,0.11953358,0.8664556962025315,0.5418452
0.9508999999999999,0.11728288,0.869620253164557,0.56842834
0.9522,0.1131408,0.8725316455696204,0.579145
0.9535899999999999,0.110954694,0.8693037974683546,0.5593304
0.9543799999999999,0.109708264,0.8725316455696204,0.60795426
0.95475,0.10899103,0.8718987341772151,0.59764117
0.95612,0.104322635,0.8708860759493672,0.6314313
0.95651,0.10414863,0.8696835443037975,0.6006685
0.95923,0.099012725,0.866898734177215,0.6491202
0.95854,0.100708,0.8697468354430381,0.6872622
0.9601000000000001,0.095792964,0.8706962025316455,0.65743744
0.9604100000000001,0.09736712,0.8727848101265822,0.62493503
0.9617,0.09356751,0.8705696202531646,0.6529846
0.9624400000000001,0.09218625,0.8687974683544306,0.6474424
0.96351,0.08959259,0.8710126582278479,0.6949487
0.9641300000000002,0.08926797,0.8656329113924052,0.80581665
0.96458,0.08771942,0.8687974683544303,0.63123816
0.9651900000000001,0.08812265,0.8681645569620251,0.6882916
0.96564,0.08488472,0.870506329113924,0.73911875
0.9665700000000002,0.08213299,0.8677848101265824,0.7122645
0.96528,0.08532644,0.8687341772151899,0.7273231
0.9673700000000001,0.08052763,0.8676582278481013,0.7740103
0.9679000000000001,0.08067491,0.8663291139240507,0.70349526
0.9691900000000001,0.07617017,0.8683544303797468,0.83177245
0.96749,0.07973297,0.8665822784810128,0.83230555
0.9695700000000002,0.07867602,0.866012658227848,0.72652984
0.9700100000000001,0.07614061,0.8675316455696203,0.7764794
0.9703600000000001,0.07596587,0.8651898734177215,0.7808538
0.9708700000000001,0.07385528,0.869620253164557,0.82756865
0.9713200000000001,0.071890734,0.8681012658227848,0.72843844
0.97084,0.07414941,0.8667721518987341,0.7778053
0.97148,0.07239605,0.8636075949367088,0.78627175
0.97331,0.06928967,0.865126582278481,0.83598876
0.9725400000000001,0.071580276,0.8662025316455697,0.8695377
0.97223,0.07181862,0.8655696202531645,0.84532523
0.9745,0.06635031,0.8672151898734176,0.818225
0.97355,0.0674224,0.8650632911392405,0.8596035
0.9740900000000001,0.06587014,0.8657594936708862,0.8707872
0.9743400000000001,0.06675603,0.8639873417721519,0.84016234
0.9747100000000001,0.06556902,0.8628481012658227,0.8210898
0.9757100000000001,0.06378604,0.8665189873417719,0.83363557
0.9764400000000001,0.061860878,0.8659493670886076,0.89328986
0.9757800000000001,0.06319154,0.8682911392405063,0.8667487
0.9763600000000001,0.061699495,0.8640506329113925,0.91245955
0.9760200000000002,0.061298758,0.867721518987342,0.9767048
0.97645,0.06279608,0.864240506329114,0.8159533
0.9779300000000001,0.05878546,0.8648101265822784,0.92346007
0.9774200000000001,0.060161814,0.8639240506329114,0.86378646
0.9779300000000001,0.05913655,0.8667721518987341,0.85882086
0.9781000000000002,0.05794181,0.8670253164556962,0.9756547
0.9775000000000001,0.059549157,0.8684810126582279,0.88221663
0.9793200000000002,0.055306442,0.8612025316455696,0.9086584
0.97867,0.057513673,0.8622151898734178,0.99339277
0.9793800000000001,0.054991547,0.8636708860759494,0.9637509
0.9789100000000002,0.05608801,0.860886075949367,0.85769933
0.9801400000000001,0.05208809,0.8653797468354432,1.0049653
0.9788200000000001,0.05652854,0.8675316455696203,0.9814202
0.9808600000000002,0.051679175,0.8631645569620253,1.0806471
0.9796300000000001,0.054544523,0.8616455696202531,0.9422302
0.9795500000000001,0.05379909,0.864240506329114,0.9760319
0.9807600000000002,0.052087415,0.8654430379746836,0.9316389
0.98157,0.05024125,0.864620253164557,0.9694918
0.9803900000000001,0.053402536,0.8645569620253164,1.0316954
0.9815700000000002,0.050857607,0.8670886075949366,0.98397005
0.9820200000000002,0.049591705,0.8655696202531645,1.1267018
0.9816600000000001,0.05103879,0.8674050632911393,1.0117447
0.98145,0.05013454,0.8643670886075949,1.0275935
0.9817700000000003,0.050097372,0.861772151898734,0.9915191
0.9826600000000001,0.047118224,0.8634810126582279,0.9429304
0.9823600000000001,0.047640458,0.8605063291139241,1.0706862
0.9815500000000001,0.049801573,0.8662025316455695,0.9619206
