train_acc,train_loss,val_acc,val_loss
0.24591000000000002,2.9741611,0.395759493670886,2.4755082
0.48724,2.1066365,0.5468354430379746,1.8069972
0.58277,1.629517,0.6152531645569621,1.4692031
0.62699,1.3911026,0.6472151898734176,1.3008939
0.6490499999999999,1.2638406,0.6690506329113924,1.1986068
0.66114,1.1915927,0.6763291139240506,1.1450673
0.6704399999999999,1.1456344,0.6783544303797469,1.1102637
0.67699,1.1170706,0.6846835443037975,1.0849749
0.6806800000000001,1.0953379,0.6869620253164558,1.0699414
0.68486,1.0785323,0.694367088607595,1.0513364
0.68662,1.0674301,0.6945569620253165,1.0430208
0.68945,1.0578057,0.6943670886075949,1.0364921
0.6912999999999999,1.0486413,0.6972784810126581,1.0299231
0.6926199999999999,1.042319,0.7000000000000001,1.0248201
0.6948300000000001,1.0356377,0.7015822784810126,1.0107504
0.6949500000000001,1.0301951,0.699620253164557,1.0150965
0.6976600000000001,1.0246533,0.7041139240506329,1.0067946
0.7003400000000001,1.0185584,0.704873417721519,0.9982225
0.6999,1.0141737,0.7060759493670886,0.99702567
0.70173,1.0093952,0.7036075949367088,0.9941266
0.70238,1.0042541,0.7074683544303798,0.98935384
0.70461,1.0004929,0.705253164556962,0.98553526
0.7054600000000001,0.996,0.7118987341772152,0.9733728
0.7055,0.9921954,0.7124683544303797,0.9735886
0.7074,0.9885013,0.7140506329113924,0.96613455
0.7084900000000001,0.9844316,0.7136075949367089,0.9691358
0.7097100000000001,0.98101336,0.7112025316455696,0.9672616
0.7101900000000001,0.97703433,0.7165189873417721,0.96423805
0.71113,0.9729944,0.7160759493670885,0.9548312
0.7120599999999999,0.9700501,0.7155063291139241,0.9586091
0.7119,0.96627945,0.7189240506329114,0.9540676
0.71481,0.96341884,0.7160126582278481,0.95174766
0.7158,0.95927405,0.7182911392405062,0.94510585
0.71605,0.9559896,0.7184810126582278,0.9436709
0.7175199999999999,0.95357156,0.7208227848101266,0.94030434
0.71764,0.94957364,0.7222784810126581,0.93770105
0.71797,0.94755894,0.721139240506329,0.9351628
0.7189500000000001,0.94470924,0.7223417721518987,0.9349743
0.72081,0.9409443,0.7252531645569621,0.9279057
0.72116,0.9387978,0.7252531645569621,0.9255067
0.72205,0.93544936,0.7253164556962025,0.9223965
0.7224899999999999,0.9325819,0.7281645569620252,0.9161966
0.72378,0.93084985,0.7282911392405063,0.9159842
0.7243599999999999,0.9280173,0.7303164556962024,0.91449785
0.72564,0.92462146,0.7306962025316455,0.90921116
0.7257899999999999,0.922305,0.7272151898734177,0.91216445
0.72627,0.9198611,0.7268987341772152,0.9087644
0.72696,0.9171198,0.7317088607594937,0.9059085
0.72826,0.9135216,0.7321518987341773,0.90232384
0.72796,0.9121643,0.7294303797468354,0.9081328
0.72972,0.9094491,0.7313924050632912,0.9013015
0.73008,0.9073589,0.7336075949367088,0.8973476
0.73072,0.9040925,0.7363291139240506,0.8929274
0.7316,0.90204805,0.7316455696202532,0.89624274
0.73166,0.90003574,0.7336075949367088,0.8907841
0.73285,0.8977872,0.7381012658227848,0.8830578
0.73336,0.89523107,0.7373417721518988,0.88383174
0.7335699999999999,0.8924263,0.736012658227848,0.88330793
0.73482,0.8902376,0.7433544303797469,0.8767622
0.73577,0.887897,0.7402531645569621,0.87780744
0.73595,0.88575745,0.7389873417721519,0.87776995
0.73691,0.88338405,0.740506329113924,0.87262774
0.73776,0.8814263,0.7403164556962025,0.87068486
0.73854,0.8782783,0.74,0.8692734
0.73915,0.87685615,0.7435443037974683,0.8661396
0.74095,0.8741442,0.745,0.8632073
0.74025,0.87215745,0.7421518987341772,0.86087304
0.7398699999999999,0.86942405,0.739873417721519,0.86576265
0.7411700000000001,0.867664,0.7431645569620254,0.8599559
0.74185,0.86499673,0.7434177215189874,0.8577313
0.74302,0.86283636,0.7463924050632912,0.85474926
0.74279,0.8605145,0.7463924050632912,0.8523234
0.7441300000000001,0.85872436,0.7485443037974683,0.8466085
0.74486,0.85662496,0.7488607594936708,0.84782755
0.74519,0.853651,0.7468354430379747,0.8487968
0.74578,0.8518708,0.7484177215189873,0.8442895
0.74664,0.8493651,0.7501265822784811,0.8376428
0.7472300000000001,0.84673595,0.7524050632911392,0.8358067
0.7477,0.84529686,0.7496835443037975,0.83387536
0.74837,0.8429218,0.7532911392405063,0.83559483
0.7489000000000001,0.84084874,0.7497468354430379,0.83446753
0.7506300000000001,0.83758837,0.7530379746835443,0.8298776
0.74999,0.83626,0.7558860759493671,0.82869303
0.75052,0.83401114,0.7543037974683544,0.82540005
0.7515499999999999,0.8313312,0.7519620253164557,0.82455677
0.7519699999999999,0.8295314,0.7537341772151899,0.82399064
0.7530800000000001,0.82684135,0.7575949367088608,0.81952405
0.7533900000000001,0.8251366,0.7530379746835443,0.8231607
0.75375,0.8225067,0.7582278481012658,0.8139357
0.75478,0.8204267,0.7570253164556962,0.8122517
0.7566700000000001,0.81732094,0.7568354430379748,0.81187516
0.7558800000000001,0.8168497,0.7586075949367089,0.81015766
0.75671,0.8139386,0.7593670886075948,0.80539864
0.75668,0.81157756,0.7591772151898735,0.8059552
0.7578199999999999,0.8091521,0.7603164556962025,0.8039137
0.75891,0.80731165,0.7593670886075949,0.803374
0.75943,0.80515,0.7626582278481012,0.800917
0.76014,0.8030874,0.764746835443038,0.79682606
0.7593099999999999,0.80106264,0.7636708860759494,0.7956976
0.76003,0.7988894,0.764367088607595,0.7940688
